/article/3446059	                                            مصرع الشاب عبد الله ابو خطي من يافا بحادث دراجة نارية ذاتي بمركز البلاد                                        	2021-11-23 15:51:35</time>	                                        ذكرت مصادر طبية لمراسل موقع بانيت وصحيفة بانوراما ان سائق دراجة نارية في الثلاثينات من العمر، من سكان مدينة يافا،لقي مصرعه بعد ظهر اليوم متأثرا بجراحه                                     ,
/article/3446049	                                            مصرع السائق رزق اشوي من رهط  بحادث على شارع 375                                        	2021-11-23 14:35:56</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما ، من مصادر طبية ، انّ سائق شاحنة في الأربعين من عمره لقي مصرعه بحادث طرق وقع على شارع 375 . وعلم مراسل ،                                     ,
/article/3445882	                                            حادث طرق بمفترق الحلزون وازمة سير خانقة بالمكان                                        	2021-11-23 11:53:33</time>	                                        افاد مراسل موقع بانيت وصحيفة بانوراما قبل قليل ان حادث سير وقع في مفترق الحلزون  ويفيد مراسلنا ان ازمة سير خانقة يشهدها شارع 70 بالمقطع  <img src="/img/icons-video.gif">,
/article/3445709	                                            زلفة : مصرع عامل نظافة دهسا تحت عجلات شاحنة نفايات                                        	2021-11-22 19:25:59</time>	                                        ذكرت مصادر طبية انها تلقت بلاغا حول شاب في العشرينات من العمر فاقدا الوعي بحالة خطيرة في بلدة زلفة ، الطواقم الطبية قدمت الإسعافات الأولية للمصاب                                     ,
/article/3445667	                                            اصابة 5 اشخاص بينهم رضيعتين بانقلاب مركبة رباعية الدفع بحي معاوية في ام الفحم                                        	2021-11-22 17:14:53</time>	                                        علم موقع بانيت وصحيفة بانوراما من مصادر طبية ان مركبة رباعية الدفع انقلبت في حي معاوية في مدينة ام الفحم مما اسفر عن اصابة رضيعتين (10 شهور) و3 اشخاص اخرين.                                    ,
/article/3445322	                                            أصحاب شركات شاحنات وسائقون من النقب :‘ قرار تحديد ساعات عمل الشاحنات يمس بلقمة عيشنا ‘                                        	2021-11-22 07:53:30</time>	                                        في أعقاب قرار قيادة الجيش في منطقة المركز عن تغيير في ساعات عمل الشاحنات التي تمر على طريق معبر ميتار (الظاهرية) ، حيث سيتم منع الشاحنات من السير على<img src="/img/icons-video.gif">,
/article/3445321	                                            ضرب وهرب: اصابة سائق دراجة نارية بحادث في تل أبيب                                        	2021-11-22 07:36:26</time>	                                        تحقق الشرطة في حادث ضرب وهرب في مدينة تل أبيب ، حيث وقع حادث بين مركبة ودراجة نارية ، مما اسفر عن إصابة سائق النارية بجروح متوسطة ،                                    ,
/article/3445189	                                            اصابة متوسطة لرجل بحادث طرق على مدخل الرملة                                        	2021-11-21 18:20:07</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما من مصادر طبية أن حادث طرق بين مركبتين وقع على مدخل مدينة الرملة ، مما اسفر عن إصابة رجل ( 46 عاما ) وصفت حالته بالمتوسطة .                                    ,
/article/3445174	                                            اصابة خطيرة لسائق دراجة نارية بحادث ذاتي قرب الرملة                                        	2021-11-21 17:41:22</time>	                                        ذكرت مصادر طبية لمراسل موقع بانيت وصحيفة بانوراما ان سائق دراجة نارية ( 48 عاما ) ، أصيب مساء اليوم بجروح وصفت بالخطيرة اثر تعرضه لحادث طرق ذاتي حيث تزحلقت                                    ,
/article/3445152	                                             اصابتان متوسطة وطفيفة بحادث بين مركبتين في بئر السبع                                         	2021-11-21 14:25:43</time>	                                         افاد مراسل موقع بانيت وصحيفة بانوراما نقلا عن مصادر طبية ان حادث طرق بين مركبتين وقع صباح اليوم في مدينة بئر السبع، مما اسفر عن اصابة شابين وصفت جراح                                     ,
/article/3444437	                                            مصرع الشاب يونس المراحلة بحادث قرب سجن نفحة بالنقب                                        	2021-11-19 23:11:23</time>	                                        أفاد مراسل موقع بانيت وصحيفة بانوراما نقلا عن مصادر طبية وشرطية أن حادث طرق ذاتي وقع الليلة قرب سجن نفحة الصحراوي في النقب ، مما أسفر عن مصرع شخص                                    ,
/article/3444376	                                            مصابان أحدهما بحالة خطيرة بحادث طرق قرب عرعرة النقب                                        	2021-11-19 20:22:06</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما من مصادر طبية أن حادث طرق ذاتي وقع مساء اليوم على شارع 80 قرب عرعرة النقب ، مما أسفر عن إصابة شخصين                                     ,
/article/3444264	                                            اصابة 5 نساء جراء سقوط سيارة من ارتفاع في طبريا                                         	2021-11-19 15:00:44</time>	                                        علم موقع بانيت وصحيفة بانوراما أن طواقم الاسعاف تلقت بلاغا عن سقوط سيارة من ارتفاع وانقلابها في شارع " أريئيل شارون " في طبريا. وقال متحدث بلسان نجمة                                     ,
/article/3444222	                                            اصابة امرأة بجراح متوسطة بحادث طرق قرب حيفا                                        	2021-11-19 13:09:58</time>	                                        علم موقع بانيت وصحيفة بانوراما ان طواقم الاسعاف نقلت امرأة وهي مصابة بجراح خطيرة جراء حادث طرق وقع في كريات يام، في منطقة حيفا، الليلة الماضية.                                     ,
/article/3444219	                                            اصابة شاب بحادث طرق ذاتي عند مدخل حريش في وادي عارة                                        	2021-11-19 13:06:16</time>	                                        علم موقع بانيت وصحيفة بانوراما من مصار طبية أن شابا يبلغ من العمر 29 عاما اصيب بجراح طفيفة جراء حادث طرق ذاتي وقع، الليلة الماضية، عند مدخل                                    ,
/article/3444144	                                            سائق ‘تراكتورون‘ يطير بالهواء بعد اصطدامه بسيارة في كفرقرع                                        	2021-11-19 09:11:46</time>	                                        وثقت كاميرات المراقبة حادث طرق وقع في الايام الاخيرة في بلدة كفرقرع، بين سيارة و " تراكتورون " كان يقوده شاب من البلدة. ويظهر في توثيق الفيديو الذي وصل،<img src="/img/icons-video.gif">,
/article/3444016	                                            3 اصابات بينها خطيرة بحادث طرق قرب الدريجات في النقب                                        	2021-11-18 19:25:30</time>	                                        ذكرت مصادر طبية لمراسل موقع بانيت وصحيفة بانوراما ان حادث طرق مروعا وقع الليلة ، قرب بلدة الدريجات في النقب . الطواقم الطبية في المكان تقدم الإسعافات الأولية لعدد<img src="/img/icons-video.gif">,
/article/3443977	                                            مليون و300 ألف ش.ج. تعويض لطالب طبّ دهسه أخوه في الجنوب                                        	2021-11-18 19:27:45</time>	                                        سيحظى طالب طبّ في أواخر العشرينيّات من عمره بتعويض ماليّ قدْره مليون و300 ألف ش.ج. بعد أن دهسه أخوه. هذا ويتّضح من الدعوى التي قدّمها المحامي                                     ,
/article/3443569	                                            بالفيديو : لحظة انفجار الدراجة النارية في وسط الشارع ومقتل سائقها مصلح ترك من يافا                                        	2021-11-18 06:08:43</time>	                                        ذكرت مصادر طبية وشرطية لمراسل موقع بانيت وصحيفة بانوراما ان شابا في الثلاثينات من العمر، لقي مصرعه بعد منتصف الليلة الماضية اثر انفجار دراجته النارية <img src="/img/icons-video.gif">,
/article/3443483	                                            اصابة شابين من وادي سلامة أحدهما بحالة خطيرة بحادث قرب بلدة ابطن                                        	2021-11-17 19:51:12</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما من مصادر طبية أن حادث طرق وقع مساء اليوم بين دراجتين ناريتين على شارع 6 قرب بلدة ابطن ، أسفر عن إصابة شاب                                     ,
/article/3443423	                                            مصرع شخص واصابة 9 اخرين بحادث مروع قرب حاجز جبارة                                        	2021-11-17 16:27:33</time>	                                        افاد مراسل موقع بانيت وصحيفة بانوراما نقلا عن مصادر طبية ان حادث طرق مروعا ، وقع قبل قليل على شارع 557 مفرق عيناب قرب حاجز جبارة . وحسب المعلومات الاولية فان                                     ,
/article/3443421	                                            اصابة خطيرة لفتى بحادث بين مركبة ودراجة كهربائية في يافا                                        	2021-11-17 16:08:18</time>	                                        ذكرت مصادر طبية لمراسل موقع بانيت وصحيفة بانوراما ان حادث طرق مروع بين مركبة ودراجة كهربائية وقع عصر اليوم في مدينة يافا، مما اسفر عن اصابة راكب الدراجة                                     ,
/article/3443376	                                            اعتقال مشتبه بالاعتداء على سائق حافلة قرب مشفى زيف                                        	2021-11-17 15:16:29</time>	                                        تلقّى مركز الشرطة 100 بلاغًا حول شخص يبلغ من العمر ثلاثين عامًا (صفد) قام بالاعتداء على سائق حافلة بالقرب من مشفى زيف في صفد، حيث أسفر الحادث عن اصابة                                     ,
/article/3443043	                                            انقلاب مركبة واصابة سائقتها بجروح في حادث طرق بمركز البلاد                                        	2021-11-16 23:55:18</time>	                                        علم موقع بانيت وصحيفة بانوراما من مصادر طبية أن طواقم اتحاد الإنقاذ "ايحود هتسلاه" قدمت الإسعافات الأولية لسائقة مركبة خصوصية عمرها 35 عامًا أصيبت بجروح طفيفة                                     ,
/article/3443013	                                            إصابة خطيرة لسائق مركبة بحادث طرق مروع في النقب                                        	2021-11-16 21:47:07</time>	                                        علم موقع بانيت وصحيفة بانوراما من مصادر شرطية أن سائق مركبة خصوصية اصيب بجراح حرجة جراء حادث سير مروع بين حافلة ومركبة خصوصية على شارع 222 قرب                                     ,
/article/3442878	                                            تقرير: ‘نسبة موت الاولاد العرب في حوادث طرق أكبر بضعفين من نسبتهم المئوية ضمن المجموع السكاني في البلاد‘                                        	2021-11-16 17:32:21</time>	                                        أشارت معطيات عممتها جمعية "اور يروك" في بيان صادر عنها وصلت لموقع بانيت وصحيفة بانوراما نسخة عنه ، إلى أنه في "العقد الأخير (2020-2011) أصيبَ أكثر                                    ,
/article/3442666	                                            اعتقال سائق من حيفا بشبهة القيادة في الوقت الذي الغت فيه المحكمة رخصته                                        	2021-11-16 11:50:24</time>	                                         القت الشرطة القبض على سائق مشتبه من سكان مدينة حيفا بشبهة القيادة في الوقت الذي الغت المحكمة رخصته.  فيما قامت نيابة الشرطة قسم المرور بتقدم ضده لائحة اتهام.                                    ,
/article/3442583	                                            اصابة راكب دراجة نارية بحادث طرق قرب سخنين                                         	2021-11-16 08:25:16</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما ، من مصادر طبية انّ راكب دراجة نارية  ( 26 عاما ) أصيب إصابة متوسطة بحادث طرق وقع على شارع 805 بين سخنين ومسجاف .                                      ,
/article/3442376	                                            إصابة شاب في حادث سير بين دراجة هوائية ومركبة في الطيرة                                         	2021-11-15 15:51:50</time>	                                        علم موقع بانيت وصحيفة بانوراما من مصادر طبية أن حادث طرق وقع بين راكب دراجة هوائية ومركبة في الطيرة. هذا وقامت طواقم نجمة داود الحمراء                                     ,
/article/3442311	                                            شاهدوا: غزالان يفران من حديقة بتل أبيب ويفاجئان السيارات                                        	2021-11-15 15:13:15</time>	                                        فاجأ غزلان ( ام وابنها)، هربا من إحدى حدائق الحيوانات في شمال تل أبيب، صباح اليوم، السائقين في شارع روكاح في المدينة. وقد هرب الاثنان من حديقة الحيوانات في شمال <img src="/img/icons-video.gif">,
/article/3441941	                                            اعتقال سائق دراجة نارية في ام الفحم بعد مطاردة بوليسية                                         	2021-11-14 23:04:46</time>	                                        أفاد الناطق بلسان الشرطة في بيان له :" طلب شرطي من وحدة الدراجات، يوم أمس السبت، من سائق دراجة نارية في ام الفحم التوقف للفحص، الا أنه رفض الانصياع لتعليمات<img src="/img/icons-video.gif">,
/article/3441856	                                            3 مصابين أحدهم بحالة خطيرة بانقلاب مركبة في سخنين                                        	2021-11-14 18:23:24</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما من مصادر طبية ان حادث طرق ذاتي وقع مساء اليوم في مدينة سخنين ، حيث انقلبت مركبة ، مما اسفر عن إصابة 3 أشخاص ،                                    ,
/article/3441828	                                            مصاب بحادث بين دراجة نارية ومركبة قرب عرب الخوالد                                        	2021-11-14 15:47:54</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما من مصادر طبية أن حادث طرق وقع قبل قليل بين دراجة نارية ومركبة قرب بلدة عرب الخوالد ، مما اسفر عن إصابة رجل                                     ,
/article/3441822	                                            مصاب بحالة خطيرة بحادث طرق قرب بيت شان                                        	2021-11-14 15:28:44</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما من مصادر طيية ان حادث طرق وقع قرب بين شان ، أسفر عن إصابة شخص بجروح خطيرة ، تم على اثرها نقله بمروحية                                     ,
/article/3441363	                                            مصابان بحادث طرق بين سيارة وحافلة في حيفا                                        	2021-11-14 07:45:29</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما أن حادث طرق وقع بين سيارة وحافلة في مدينة حيفا . وقد قام طاقم الإطفاء والانقاذ من محطة حيفا بتخليص شخصين محاصرين                                     ,
/article/3441347	                                            اصابة خطيرة لراكب دراجة هوائية بحادث دهس قرب بئر السبع                                         	2021-11-14 06:57:34</time>	                                        ذكرت مصادر طبية لمراسل موقع بانيت وصحيفة بانوراما ان راكب دراجة هوائية في العشرينات من العمر ، أصيب بجروح خطيرة منتصف الليلة الماضية اثر تعرضه لحادث دهس                                    ,
/article/3441259	                                            مصرع الطفل ثائر وائل فريج ( 10 سنوات ) اثر انقلاب تراكتورون في كفر قاسم                                        	2021-11-13 20:15:21</time>	                                        افادت الشرطة في بيان لها ان " طفلا ( 10 سنوات ) أصيب في حادث انقلاب تراكتورون كان يقوده في كفرقاسم . تم نقل الطفل بحالة حرجة وسط عمليات انعاش                                     ,
/article/3441233	                                            مصابان أحدهما بحالة خطيرة بحادث طرق قرب مفرق اريحا                                        	2021-11-13 19:21:23</time>	                                        علم مراسل موقع بانيت وصحيفة بانوراما من مصادر طبية أن حادث طرق وقع بين مركبة إسرائيلية وأخرى فلسطينية ، قرب مفرق اريحا ، مما اسفر عن إصابة شخصين                                    ,
/article/3440539	                                            اصابة شابين جراح احدهما متوسطة بحادث على شارع 6 في منطقة المركز                                        	2021-11-12 14:16:07</time>	                                        علم موقع بانيت وصحيفة بانوراما من مصادر طبية " ان شابا في العشرينات من عمره اصيب بجراح متوسطة بحادث طرق وقع بين سيارتين على شارع رقم 6 –                                     ,
/article/3440534	                                            مصرع شاب انقلبت به دراجة نارية قرب العفولة                                        	2021-11-12 13:31:22</time>	                                        علم موقع بانيت وصحيفة بانوراما ان سائق دراجة نارية يبلغ من العمر 23 عاما لقي مصرعه جراء انقلاب الدراجة النارية التي كان يقودها عند مدخل بلدة " جدعون "                                     ,
